gene_id	gene_label
OMIM:190315	SLC25A1
OMIM:190450	TPI1
OMIM:190685	DCR
OMIM:190990	TPM2
OMIM:191010	TPM1
OMIM:191030	TPM3
OMIM:191040	TNNC1
OMIM:191041	TNNT1
OMIM:191043	TNNI2
OMIM:191044	TNNI3
OMIM:191045	TNNT2
OMIM:191092	TSC2
OMIM:191135	TUBG1
OMIM:191160	TNF
OMIM:191170	TP53
OMIM:191181	ST3
OMIM:191190	TNFRSF1A
OMIM:191195	MAP3K8
OMIM:191270	TYRL
OMIM:191290	TH
OMIM:191305	BLK
OMIM:191306	KDR
OMIM:191311	DDR2
OMIM:191315	NTRK1
OMIM:191329	UQCRC2
OMIM:191330	UQCRB
OMIM:191339	UBB
OMIM:191342	UCHL1
OMIM:191350	DPAGT1
OMIM:191390	IBD11
OMIM:191523	USF1
OMIM:191525	UNG
OMIM:191540	UOX
OMIM:191740	UGT1A1
OMIM:191840	PLAU
OMIM:191845	UMOD
OMIM:192020	SCGB1A1
OMIM:192090	CDH1
OMIM:192132	ATP6V1B1
OMIM:192240	VEGFA
OMIM:192340	AVP
OMIM:192974	ITGA2
OMIM:192977	VLDLR
OMIM:193000	VUR
OMIM:193003	NYS4
OMIM:193007	BPPV
OMIM:193040	VIL1
OMIM:193060	VIM
OMIM:193065	VCL
OMIM:193200	VAMAS6
OMIM:193235	VRNI
OMIM:194050	WBS
OMIM:194072	DEL11p13
OMIM:194090	WT3
OMIM:194190	WHSC1
OMIM:194355	XBP1
OMIM:194370	XRS
OMIM:194648	ZNF141
OMIM:200350	ACACA
OMIM:203650	APMR1
OMIM:208100	AMCN
OMIM:208500	ATD1
OMIM:209850	AUTS1
OMIM:209901	BBS1
OMIM:211100	FUT1
OMIM:212200	CNSN
OMIM:213200	SCAR2
OMIM:214300	KFS2
OMIM:214900	LCS1
OMIM:215400	CHDM
OMIM:215500	CACD1
OMIM:217030	CFI
OMIM:217050	C6
OMIM:217070	C7
OMIM:218400	CMDR
OMIM:220200	DWS
OMIM:221820	GPSC
OMIM:221900	RNANC
OMIM:222100	IDDM1
OMIM:222400	DIH2
OMIM:222745	DECR1
OMIM:227050	TEC
OMIM:229000	KLKB1
OMIM:231675	ETFDH
OMIM:231950	GGT1
OMIM:232000	PCCA
OMIM:232050	PCCB
OMIM:235000	IH
OMIM:236100	HPE1
OMIM:238300	GLDC
OMIM:238310	AMT
OMIM:238330	GCSH
OMIM:238331	DLD
OMIM:240400	GULOP
OMIM:243305	INVS
OMIM:246530	LTC4S
OMIM:246560	SHFM3
OMIM:246600	PNLIP
OMIM:247200	MDLS
OMIM:247640	LALL
OMIM:248310	PFBI
OMIM:248610	DBT
OMIM:248611	BCKDHB
OMIM:251170	MVK
OMIM:251600	MCOP1
OMIM:252270	MLSM7
OMIM:252350	MYMY1
OMIM:252800	IDUA
OMIM:255160	MHB
OMIM:255500	MYP18
OMIM:257550	COMA
OMIM:258500	OPA6
OMIM:259450	BRKS1
OMIM:261800	PRBNS
OMIM:263450	PAPA5
OMIM:264900	F11
OMIM:267700	FHL1
OMIM:271250	SCAR3
OMIM:272370	NKS1
OMIM:273300	MGCT
OMIM:274180	TBXAS1
OMIM:275000	GRD1
OMIM:275220	THM
OMIM:275360	TREH
OMIM:276000	PRSS1
OMIM:276903	MYO7A
OMIM:278850	SRXX2
OMIM:300005	MECP2
OMIM:300008	CLCN5
OMIM:300011	ATP7A
OMIM:300013	NAA10
OMIM:300014	ATP2B3
OMIM:300017	FLNA
OMIM:300019	HCFC1
OMIM:300030	DFNX3
OMIM:300032	ATRX
OMIM:300034	AGTR2
OMIM:300035	EFNB1
OMIM:300036	SLC6A8
OMIM:300037	GPC3
OMIM:300039	POU3F4
OMIM:300040	SMC1A
OMIM:300046	MRX23
OMIM:300047	MRX20
OMIM:300056	HCCS
OMIM:300062	MRX14
OMIM:300075	RPS6KA3
OMIM:300076	INDX
OMIM:300078	NDUFA1
OMIM:300079	XIAP
OMIM:300080	RBM10
OMIM:300082	CGF1
OMIM:300085	COD2
OMIM:300095	SLC16A2
OMIM:300096	TSPAN7
OMIM:300104	GDI1
OMIM:300105	SMS
OMIM:300108	DIAPH2
OMIM:300110	CACNA1F
OMIM:300114	MRX49
OMIM:300115	MRX50
OMIM:300120	MAMLD1
OMIM:300121	DCX
OMIM:300125	MGR2
OMIM:300126	DKC1
OMIM:300127	OPHN1
OMIM:300128	KDM6A
OMIM:300131	PLS3
OMIM:300135	ABCB7
OMIM:300136	IDDMX
OMIM:300137	IGSF1
OMIM:300138	CLIC2
OMIM:300139	IGBP1
OMIM:300142	PAK3
OMIM:300144	GLUD2
OMIM:300145	XPNPEP2
OMIM:300147	HPCX1
OMIM:300148	MEHMO
OMIM:300155	RP24
OMIM:300157	ACSL4
OMIM:300163	FHL1
OMIM:300169	AIFM1
OMIM:300170	OFD1
OMIM:300172	CASK
OMIM:300179	SXI2
OMIM:300180	ARSE
OMIM:300188	MED12
OMIM:300189	DLG3
OMIM:300192	SSX2
OMIM:300194	AMMEC
OMIM:300202	TRAPPC2
OMIM:300203	CDKL5
OMIM:300205	EBP
OMIM:300206	IL1RAPL1
OMIM:300211	EMWX
OMIM:300218	MRXS7
OMIM:300221	HDPA
OMIM:300226	SMPX
OMIM:300228	TGCT1
OMIM:300231	SLC9A6
OMIM:300238	MRXS11
OMIM:300245	PTOS2
OMIM:300247	BMP15
OMIM:300248	IKBKG
OMIM:300256	HSD17B10
OMIM:300258	RFMN
OMIM:300261	MRXSA
OMIM:300262	MRXSAB
OMIM:300264	UBQLN2
OMIM:300265	ZIC3
OMIM:300266	SPG16
OMIM:300267	ARHGEF6
OMIM:300269	HDAC8
OMIM:300272	HDAC6
OMIM:300273	MNG2
OMIM:300275	NSDHL
OMIM:300276	EDA2R
OMIM:300278	NYX
OMIM:300292	FOXP3
OMIM:300294	MBTPS2
OMIM:300298	UPF3B
OMIM:300300	BTK
OMIM:300304	CUL4B
OMIM:300307	TBX22
OMIM:300310	AGMX2
OMIM:300324	MRX53
OMIM:300331	THCYTX
OMIM:300336	NLGN3
OMIM:300345	MCOPCB1
OMIM:300350	CHRDL1
OMIM:300351	GRDX
OMIM:300356	TIMM8A
OMIM:300360	MRSS
OMIM:300371	ABCD1
OMIM:300372	MRX42
OMIM:300377	DMD
OMIM:300378	RRDX
OMIM:300382	ARX
OMIM:300383	CFP
OMIM:300384	EMD
OMIM:300386	CD40LG
OMIM:300388	BPP
OMIM:300390	CHM
OMIM:300391	AMELX
OMIM:300392	WAS
OMIM:300394	TAZ
OMIM:300398	BCAP31
OMIM:300401	PLP1
OMIM:300405	RAB40AL
OMIM:300406	FGS3
OMIM:300414	PHF6
OMIM:300415	MTM1
OMIM:300424	RP23
OMIM:300427	NLGN4X
OMIM:300428	MRX2
OMIM:300429	ARHGEF9
OMIM:300433	MRX81
OMIM:300444	SLC6A14
OMIM:300451	EDA
OMIM:300454	MRX77
OMIM:300457	NHS
OMIM:300460	PCDH19
OMIM:300461	OTC
OMIM:300463	PQBP1
OMIM:300464	CHDS3
OMIM:300471	CVMRF
OMIM:300473	NR0B1
OMIM:300474	GK
OMIM:300481	CYBB
OMIM:300485	BCOR
OMIM:300488	MENOQ1
OMIM:300490	SH2D1A
OMIM:300499	FTSJ1
OMIM:300502	PDHA1
OMIM:300504	MRX52
OMIM:300505	MRX84
OMIM:300509	DYX9
OMIM:300515	FANCB
OMIM:300518	MRX82
OMIM:300522	IQSEC2
OMIM:300524	KIAA2022
OMIM:300526	WDR45
OMIM:300535	OCRL
OMIM:300536	BMND4
OMIM:300538	AVPR2
OMIM:300546	FGD1
OMIM:300550	PHEX
OMIM:300551	MRX78
OMIM:300552	MID1
OMIM:300553	BRWD3
OMIM:300556	ATP6AP2
OMIM:300557	PARK12
OMIM:300560	PHF8
OMIM:300573	ZNF674
OMIM:300576	ZDHHC15
OMIM:300578	DELXp11.3
OMIM:300579	SHROOM4
OMIM:300580	CFTDX
OMIM:300581	FGS5
OMIM:300589	NYS5
OMIM:300591	STQTL6
OMIM:300603	POF1B
OMIM:300605	RP34
OMIM:300611	C1GALT1C1
OMIM:300613	MYP13
OMIM:300614	DFNX5
OMIM:300628	FRMD7
OMIM:300629	AP1S2
OMIM:300642	SRPX2
OMIM:300644	GLA
OMIM:300646	ZDHHC9
OMIM:300647	AMER1
OMIM:300650	OASD
OMIM:300651	PORCN
OMIM:300652	AGSPX
OMIM:300658	NDP
OMIM:300660	LKMCD
OMIM:300679	DELXp21
OMIM:300697	HUWE1
OMIM:300700	ADFN
OMIM:300703	SCAX5
OMIM:300704	HPCX2
OMIM:300708	FAM58A
OMIM:300709	MRXS9
OMIM:300710	AGA2
OMIM:300711	IHPS4
OMIM:300712	CFSS
OMIM:300715	MAGT1
OMIM:300719	DFCTRPS
OMIM:300746	F9
OMIM:300747	STS
OMIM:300750	SPG34
OMIM:300756	AD16
OMIM:300757	RP2
OMIM:300774	RAB39B
OMIM:300776	ALG13
OMIM:300777	TMLHE
OMIM:300778	LECD
OMIM:300779	XECD
OMIM:300784	CT47A5
OMIM:300789	CT47A10
OMIM:300798	PHKA2
OMIM:300801	DUPXp11.23p11.22
OMIM:300806	AFF2
OMIM:300808	GPR143
OMIM:300809	SLEB15
OMIM:300815	DUPXq28
OMIM:300821	OPN1MW
OMIM:300822	OPN1LW
OMIM:300823	IDS
OMIM:300827	FGF16
OMIM:300830	DELXp22.11
OMIM:300833	SRXX3
OMIM:300836	KAL1
OMIM:300839	RS1
OMIM:300841	F8
OMIM:300843	BED
OMIM:300845	MYMY4
OMIM:300856	HYSP4
OMIM:300858	MRXS17
OMIM:300861	MRXSCS
OMIM:300864	CCCSX
OMIM:300869	DUPXq27.3q28
OMIM:300870	ANIB5
OMIM:300885	COX7B
OMIM:300897	ZC4H2
OMIM:300906	PDK3
OMIM:301201	AIH3
OMIM:301220	PDR
OMIM:301300	ALAS2
OMIM:301590	MCOPS4
OMIM:301845	BZX
OMIM:302000	EBM
OMIM:302380	CATMANS
OMIM:302500	SCAX1
OMIM:302801	CMTX2
OMIM:302802	CMTX3
OMIM:303110	DELXq21
OMIM:303630	COL4A5
OMIM:303631	COL4A6
OMIM:304040	GJB1
OMIM:304050	AIC
OMIM:304340	PGS
OMIM:304730	CND
OMIM:305371	GATA1
OMIM:305435	HBFQTL3
OMIM:305900	G6PD
OMIM:305915	GRIA3
OMIM:306250	CSF2RA
OMIM:306995	HMS1
OMIM:307150	HTC2
OMIM:307700	HPT
OMIM:308000	HPRT1
OMIM:308380	IL2RG
OMIM:308840	L1CAM
OMIM:308905	LOAS
OMIM:309050	XS
OMIM:309060	LAMP2
OMIM:309120	SPGFX2
OMIM:309200	MAFD2
OMIM:309545	MRXS12
OMIM:309550	FMR1
OMIM:309555	GUST
OMIM:309605	MCS
OMIM:309610	PRS
OMIM:309620	MRSD
OMIM:309800	MCOPS1
OMIM:309850	MAOA
OMIM:310440	MEAX
OMIM:310460	MYP1
OMIM:310490	NAMSD
OMIM:311050	OPA2
OMIM:311510	WSN
OMIM:311770	PIGA
OMIM:311800	PGK1
OMIM:311850	PRPS1
OMIM:311870	PHKA1
OMIM:312040	POLA1
OMIM:312173	RPL10
OMIM:312180	UBE2A
OMIM:312610	RPGR
OMIM:312612	RP6
OMIM:312820	SSX1
OMIM:312861	HTR2C
OMIM:312865	SHOX
OMIM:313000	VSPA
OMIM:313020	SAT1
OMIM:313350	SHFM2
OMIM:313430	SOX3
OMIM:313440	SYN1
OMIM:313475	SYP
OMIM:313650	TAF1
OMIM:313700	AR
OMIM:313850	THAS
OMIM:314200	SERPINA7
OMIM:314300	TKCR
OMIM:314310	TFE3
OMIM:314370	UBA1
OMIM:314375	SLC35A2
OMIM:314670	XIST
OMIM:314690	KDM5C
OMIM:314700	XG
OMIM:314705	XGR
OMIM:314850	XK
OMIM:314900	XM
OMIM:314990	ZNF711
OMIM:314995	ZNF41
OMIM:314998	ZNF81
OMIM:400003	DAZ1
OMIM:400004	RPY
OMIM:400005	USP9Y
OMIM:400020	SHOX
OMIM:400042	DELYq11
OMIM:400043	DFNY1
OMIM:425500	HEY
OMIM:475000	GCY
OMIM:480000	SRY
OMIM:516000	MT-ND1
OMIM:516001	MT-ND2
OMIM:516002	MT-ND3
OMIM:516003	MT-ND4
OMIM:516004	MT-ND4L
OMIM:516005	MT-ND5
OMIM:516006	MT-ND6
OMIM:516020	MT-CYB
OMIM:516030	MT-COI
OMIM:516040	MT-CO2
OMIM:516050	MT-CO3
OMIM:516060	MT-ATP6
OMIM:516070	MT-ATP8
OMIM:561000	MT-RNR1
OMIM:561010	MT-RNR2
OMIM:590000	MT-TA
OMIM:590005	MT-TR
OMIM:590010	MT-TN
OMIM:590015	MT-TD
OMIM:590020	MT-TC
OMIM:590025	MT-TE
OMIM:590030	MT-TQ
OMIM:590035	MT-TG
OMIM:590040	MT-TH
OMIM:590045	MT-TI
OMIM:590050	MT-TL1
OMIM:590055	MT-L2
OMIM:590060	MT-TK
OMIM:590065	MT-TM
OMIM:590070	MT-TF
OMIM:590075	MT-TP
OMIM:590080	MT-TS1
OMIM:590085	MT-TS2
OMIM:590090	MT-TT
OMIM:590095	MT-TW
OMIM:590100	MT-TY
OMIM:590105	MT-TV
OMIM:600003	CACNB2
OMIM:600005	CIITA
OMIM:600008	NNMT
OMIM:600014	SMARCA2
OMIM:600016	CNTN1
OMIM:600018	OPRM1
OMIM:600020	MXI1
OMIM:600024	LBR
OMIM:600028	DLX5
OMIM:600031	CHIT1
OMIM:600035	EMX2
OMIM:600037	OTX2
OMIM:600040	BAX
OMIM:600044	THPO
OMIM:600045	DDB1
OMIM:600046	ABCA1
OMIM:600048	BRCATA
OMIM:600049	MDS1
OMIM:600053	CNGA3
OMIM:600065	ITGB2
OMIM:600073	LRP2
OMIM:600075	TBP
OMIM:600079	PTPN12
OMIM:600089	PBCA
OMIM:600098	RRAS2
OMIM:600108	MMP13
OMIM:600111	SLC1A3
OMIM:600112	DYNC1H1
OMIM:600119	SGCA
OMIM:600124	HNRNPA2B1
OMIM:600129	PDE4D
OMIM:600131	ECA1
OMIM:600133	LAMA4
OMIM:600140	CREBBP
OMIM:600147	MEOX1
OMIM:600150	KCNMA1
OMIM:600156	HSCR5
OMIM:600160	CDKN2A
OMIM:600163	SCN5A
OMIM:600165	NNO1
OMIM:600170	AQP3
OMIM:600173	JAK3
OMIM:600179	GUCY2D
OMIM:600184	CRAT
OMIM:600185	BRCA2
OMIM:600192	SS18
OMIM:600193	WS2B
OMIM:600194	KRT2
OMIM:600201	ASIP
OMIM:600209	EXT3
OMIM:600211	RUNX2
OMIM:600220	PLCG2
OMIM:600221	TEK
OMIM:600223	SCA4
OMIM:600225	GCH1
OMIM:600228	SCNN1A
OMIM:600231	PPKB
OMIM:600234	HMGCS2
OMIM:600235	SCN1B
OMIM:600244	PDCD1
OMIM:600257	DEL8q12q21
OMIM:600259	PMS2
OMIM:600266	SLC11A1
OMIM:600271	DSC3
OMIM:600273	PKDTS
OMIM:600275	NOTCH2
OMIM:600276	NOTCH3
OMIM:600279	PEX19
OMIM:600281	HNF4A
OMIM:600287	GARS
OMIM:600293	ADCY5
OMIM:600299	PCM1
OMIM:600301	ACADSB
OMIM:600310	COMP
OMIM:600318	IDDM3
OMIM:600319	IDDM4
OMIM:600321	IDDM7
OMIM:600332	RMD1
OMIM:600342	RGR
OMIM:600354	SMN1
OMIM:600358	GMPS
OMIM:600359	KCNJ1
OMIM:600361	HMSN5
OMIM:600364	GUCA1A
OMIM:600370	SLC25A3
OMIM:600374	BBS4
OMIM:600375	XRCC2
OMIM:600383	DEL8q13
OMIM:600414	PEX5
OMIM:600415	TTPA
OMIM:600423	ECE1
OMIM:600429	GCNT2
OMIM:600442	AQP5
OMIM:600450	AKR1C2
OMIM:600451	AKR1C4
OMIM:600456	NTRK2
OMIM:600463	ALDH1A3
OMIM:600465	ANK3
OMIM:600467	MHS4
OMIM:600478	SKIV2L
OMIM:600480	TCF12
OMIM:600483	FGF8
OMIM:600495	EIF4G1
OMIM:600502	IGHMBP2
OMIM:600509	ABCC8
OMIM:600510	GPDS1
OMIM:600511	SCZD3
OMIM:600514	RELN
OMIM:600515	P2RY12
OMIM:600521	MASP1
OMIM:600522	PLA2G4A
OMIM:600523	SLC11A2
OMIM:600525	DLX3
OMIM:600528	CPT1A
OMIM:600529	AUH
OMIM:600532	NDUFV2
OMIM:600533	VANGL2
OMIM:600536	ITGA7
OMIM:600542	NR4A3
OMIM:600543	ERBB4
OMIM:600555	STAT1
OMIM:600558	STAT4
OMIM:600564	ITIH4
OMIM:600565	NRXN1
OMIM:600570	CLCN2
OMIM:600576	GATA4
OMIM:600577	LHX3
OMIM:600579	PTPRO
OMIM:600584	NKX2-5
OMIM:600593	CRSA
OMIM:600599	KLF1
OMIM:600617	STAR
OMIM:600618	ETV6
OMIM:600623	CD82
OMIM:600624	CORD1
OMIM:600631	ENUR1
OMIM:600632	OPCML
OMIM:600635	NKX2-1
OMIM:600644	PVRL1
OMIM:600650	CPT2
OMIM:600660	MEF2A
OMIM:600662	MEF2C
OMIM:600664	CHUK
OMIM:600668	CCAL1
OMIM:600669	EIG1
OMIM:600675	XRCC3
OMIM:600678	MSH6
OMIM:600681	KCNJ2
OMIM:600682	SLC16A1
OMIM:600692	TNNT3
OMIM:600698	HMGA2
OMIM:600700	LPP
OMIM:600701	HMGA1
OMIM:600702	SCN8A
OMIM:600713	HSD11B1
OMIM:600716	PTPN22
OMIM:600722	PPT1
OMIM:600724	CNGB1
OMIM:600725	SHH
OMIM:600726	IHH
OMIM:600733	PDX1
OMIM:600734	KCNJ5
OMIM:600749	CEBPE
OMIM:600754	MMP14
OMIM:600755	SYN2
OMIM:600757	OFC3
OMIM:600759	PSEN2
OMIM:600760	SCNN1B
OMIM:600761	SCNN1G
OMIM:600770	MUC5B
OMIM:600778	CDKN1B
OMIM:600781	PYY
OMIM:600783	HARS2
OMIM:600790	PBCRA
OMIM:600792	DFNB5
OMIM:600797	IRS2
OMIM:600799	BMPR2
OMIM:600804	MTNR1B
OMIM:600805	LAMA3
OMIM:600808	ENUR2
OMIM:600810	PLCB4
OMIM:600811	DDB2
OMIM:600814	MRE11A
OMIM:600824	CSRP3
OMIM:600827	PDE6C
OMIM:600829	INPPL1
OMIM:600835	CXCL12
OMIM:600837	GDNF
OMIM:600838	FOXN1
OMIM:600839	SLC12A1
OMIM:600842	GCKR
OMIM:600845	P2RX1
OMIM:600855	DYRK1A
OMIM:600856	CDKN1C
OMIM:600857	SDHA
OMIM:600864	CSNK1D
OMIM:600871	GFI1
OMIM:600883	IDDM8
OMIM:600884	CMD1B
OMIM:600887	MSH3
OMIM:600890	HADHA
OMIM:600897	GJA8
OMIM:600900	SGCB
OMIM:600917	PPP1R3A
OMIM:600921	FGF9
OMIM:600922	MYLK
OMIM:600923	PPOX
OMIM:600924	GFER
OMIM:600925	PTPRJ
OMIM:600929	CRYBB1
OMIM:600935	KCNJ8
OMIM:600936	HMMR
OMIM:600937	KCNJ11
OMIM:600939	IL11RA
OMIM:600943	SERPINH1
OMIM:600946	GHR
OMIM:600950	AANAT
OMIM:600956	AMHR2
OMIM:600957	AMH
OMIM:600958	MYBPC3
OMIM:600963	SIX5
OMIM:600968	SLC12A3
OMIM:600970	MYO6
OMIM:600975	GLC3B
OMIM:600980	DMP1
OMIM:600982	MAP3K1
OMIM:600983	NR3C2
OMIM:600985	TNXB
OMIM:600993	SMAD4
OMIM:600997	EPHB2
OMIM:600998	GNAQ
OMIM:601002	GSS
OMIM:601007	LEPR
OMIM:601011	CACNA1A
OMIM:601015	NPC2
OMIM:601017	SNTA1
OMIM:601022	NFKBIL1
OMIM:601023	VCP
OMIM:601040	SCARB1
OMIM:601042	CSE
OMIM:601047	CAV1
OMIM:601065	AARS
OMIM:601068	FAME1
OMIM:601086	LATD
OMIM:601089	FOXF1
OMIM:601090	FOXC1
OMIM:601093	FOXI1
OMIM:601094	FOXE3
OMIM:601097	PMP22
OMIM:601101	HHT3
OMIM:601105	CTSK
OMIM:601107	ABCC2
OMIM:601119	CLPP
OMIM:601129	CYP2C8
OMIM:601130	CYP2C9
OMIM:601143	DCTN1
OMIM:601145	CSTB
OMIM:601146	GDF5
OMIM:601147	GDF6
OMIM:601150	DDX11
OMIM:601156	CCL11
OMIM:601162	SPG9
OMIM:601176	GCLM
OMIM:601181	RANBP2
OMIM:601188	ST12
OMIM:601190	PDE6H
OMIM:601192	PLA2G5
OMIM:601194	TLR1
OMIM:601199	CASR
OMIM:601202	CTAA2
OMIM:601205	SIX1
OMIM:601208	IDDM11
OMIM:601215	ATR
OMIM:601224	PSS
OMIM:601228	HMPS1
OMIM:601239	DTNA
OMIM:601240	GAMT
OMIM:601248	BIN1
OMIM:601253	CAV3
OMIM:601255	KIF1A
OMIM:601263	MAP2K2
OMIM:601265	NODAL
OMIM:601267	CCR2
OMIM:601282	PLEC
OMIM:601284	ACVRL1
OMIM:601295	SLC10A2
OMIM:601296	MUSK
OMIM:601299	BMPR1A
OMIM:601300	ACVR1B
OMIM:601308	MLRL
OMIM:601309	PTCH1
OMIM:601313	PKD1
OMIM:601314	HINT1
OMIM:601318	IDDM13
OMIM:601327	SCN2B
OMIM:601330	GUCY2C
OMIM:601336	MOGS
OMIM:601349	MCOPS8
OMIM:601362	DGCR2
OMIM:601363	WT4
OMIM:601373	CCR5
OMIM:601385	TUSC3
OMIM:601387	TSG101
OMIM:601395	CCL3L1
OMIM:601397	T
OMIM:601402	MLF1
OMIM:601405	CTRC
OMIM:601406	BCL7A
OMIM:601407	NIDDM2
OMIM:601411	SGCD
OMIM:601412	DFNA7
OMIM:601421	KARS
OMIM:601424	OXCT1
OMIM:601428	RNU4ATAC
OMIM:601439	ABCC9
OMIM:601440	DGKE
OMIM:601443	CFL2
OMIM:601445	NDUFB9
OMIM:601454	PSORS3
OMIM:601458	IBD2
OMIM:601460	SLCO2A1
OMIM:601465	DGUOK
OMIM:601470	CX3CR1
OMIM:601471	HCFP1
OMIM:601478	MYO1A
OMIM:601479	MYO1E
OMIM:601486	DAZL
OMIM:601487	PPARG
OMIM:601488	NCF4
OMIM:601489	IGFALS
OMIM:601498	PEX6
OMIM:601499	RIEG2
OMIM:601500	SMO
OMIM:601501	VPS35
OMIM:601515	FGF14
OMIM:601517	ATXN2
OMIM:601525	CHI3L1
OMIM:601527	ALX1
OMIM:601530	SQSTM1
OMIM:601538	PROP1
OMIM:601542	PITX2
OMIM:601545	PAFAH1B1
OMIM:601548	EFEMP1
OMIM:601556	ATXN1
OMIM:601564	PRSS2
OMIM:601565	IRF8
OMIM:601566	ING1
OMIM:601567	LMAN1
OMIM:601570	WNT7A
OMIM:601573	EZH2
OMIM:601574	TAF15
OMIM:601592	RAPSN
OMIM:601593	BARD1
OMIM:601601	TFAP2B
OMIM:601604	IL12RB1
OMIM:601607	SMARCB1
OMIM:601609	HADH
OMIM:601615	ABCA3
OMIM:601617	RDH5
OMIM:601618	SOX18
OMIM:601620	TBX5
OMIM:601621	TBX3
OMIM:601622	TWIST1
OMIM:601623	UBE3A
OMIM:601627	SMN2
OMIM:601652	MYOC
OMIM:601653	EYA1
OMIM:601656	GATA6
OMIM:601664	SNRNP200
OMIM:601666	IDDM15
OMIM:601676	AIR
OMIM:601682	GLC1C
OMIM:601687	KRT12
OMIM:601688	HPGD
OMIM:601690	PLA2G7
OMIM:601691	ABCA4
OMIM:601692	TGFBI
OMIM:601693	UCP2
OMIM:601694	LEPQTL1
OMIM:601699	PTGIS
OMIM:601717	STXBP2
OMIM:601719	TBX4
OMIM:601724	NEUROD1
OMIM:601728	PTEN
OMIM:601731	ATIC
OMIM:601743	OSMR
OMIM:601749	GLMN
OMIM:601756	GALNT3
OMIM:601757	PEX7
OMIM:601758	PEX12
OMIM:601762	CASP10
OMIM:601763	CASP8
OMIM:601764	BFIS1
OMIM:601767	HIP1
OMIM:601768	SH3GL1
OMIM:601769	VDR
OMIM:601771	CYP1B1
OMIM:601785	PMM2
OMIM:601788	MSTN
OMIM:601789	PEX13
OMIM:601791	PEX14
OMIM:601802	HESX1
OMIM:601803	PKS
OMIM:601806	MCM6
OMIM:601808	DEL18q
OMIM:601810	DNA2
OMIM:601814	FXYD2
OMIM:601825	NDUFS7
OMIM:601828	NR4A2
OMIM:601837	LIG4
OMIM:601843	SLC5A5
OMIM:601844	WNK4
OMIM:601846	MDRV
OMIM:601860	HSD17B4
OMIM:601861	RFXAP
OMIM:601863	RFX5
OMIM:601865	PLOD2
OMIM:601873	B4GALNT1
OMIM:601877	LEFTY2
OMIM:601881	RAX
OMIM:601888	MHS6
OMIM:601889	NBEAP1
OMIM:601896	TRAF3
OMIM:601898	GHSR
OMIM:601900	IRF4
OMIM:601902	ORC1
OMIM:601903	UGT2B17
OMIM:601906	WNT10B
OMIM:601912	SUMO1
OMIM:601920	JAG1
OMIM:601925	ARHGDIA
OMIM:601928	KRT86
OMIM:601941	IDDM6
OMIM:601949	CACNB4
OMIM:601962	TAPBP
OMIM:601975	PKP1
OMIM:601978	SIGMAR1
OMIM:601982	OGG1
OMIM:601984	NCOA4
OMIM:601985	CCDC6
OMIM:601990	TP73
OMIM:601992	FRDA2
OMIM:602005	SORL1
OMIM:602011	ST11
OMIM:602023	CLCNKB
OMIM:602024	CLCNKA
OMIM:602026	PHYH
OMIM:602044	UCP3
OMIM:602049	RAC2
OMIM:602053	KLF6
OMIM:602054	TBX1
OMIM:602063	TALDO1
OMIM:602082	CDB2
OMIM:602085	PAPA2
OMIM:602086	ARVD3
OMIM:602087	ARVD4
OMIM:602090	LTBP3
OMIM:602091	LTBP2
OMIM:602096	AD5
OMIM:602097	USH1E
OMIM:602099	ALS5
OMIM:602104	SH3BP2
OMIM:602109	MATN3
OMIM:602109	Matrilin 3
OMIM:602113	KMT2D
OMIM:602115	FGF10
OMIM:602117	NDN
OMIM:602119	CHD2
OMIM:602121	DIAPH1
OMIM:602122	SRP72
OMIM:602123	CAMK2G
OMIM:602124	DYT7
OMIM:602125	COX10
OMIM:602129	MYO9B
OMIM:602134	ETM2
OMIM:602136	PEX1
OMIM:602137	NDUFA2
OMIM:602141	NDUFS8
OMIM:602142	PLCD1
OMIM:602146	LHX4
OMIM:602149	PITX1
OMIM:602150	SNAI2
OMIM:602153	KRT81
OMIM:602167	ESRRB
OMIM:602168	VRK1
OMIM:602170	MYD88
OMIM:602180	SIPA1
OMIM:602183	NKX3-2
OMIM:602194	HTRA1
OMIM:602195	HSPB1
OMIM:602197	CDR3
OMIM:602201	ECM1
OMIM:602202	DDOST
OMIM:602207	RAB18
OMIM:602208	KCNJ10
OMIM:602216	STK11
OMIM:602218	SALL1
OMIM:602225	CRX
OMIM:602228	TCF7L2
OMIM:602229	SOX10
OMIM:602232	KCNQ3
OMIM:602235	KCNQ2
OMIM:602242	AP2S1
OMIM:602243	CD151
OMIM:602244	DNASE1L3
OMIM:602257	SCARB2
OMIM:602272	TCF4
OMIM:602275	GUCA1B
OMIM:602279	PABPN1
OMIM:602280	TULP1
OMIM:602286	SC5D
OMIM:602290	TRIM32
OMIM:602296	AP4M1
OMIM:602298	RAB7A
OMIM:602302	HR
OMIM:602311	AGRP
OMIM:602322	TERC
OMIM:602337	ROR2
OMIM:602357	WIPF1
OMIM:602358	HCRT
OMIM:602360	GATM
OMIM:602365	CTSC
OMIM:602376	IFNAR2
OMIM:602378	DNM2
OMIM:602389	TUFM
OMIM:602397	ATP8B1
OMIM:602401	ECTD8
OMIM:602402	FOXC2
OMIM:602403	BLMH
OMIM:602404	PARK3
OMIM:602409	MLLT10
OMIM:602412	RPS24
OMIM:602413	SDHC
OMIM:602421	CFTR
OMIM:602429	GLC1D
OMIM:602431	ROBO2
